59435.6252535,-119753.27901,0.0,2017-12-04 19:39:17
59455.7837619,-119768.163592,30.0,2017-12-04 19:39:27
59548.1526252,-119841.907777,47.0,2017-12-04 19:39:37
59581.1516836,-119915.780545,39.0,2017-12-04 19:39:47
59538.8824022,-120006.383991,26.0,2017-12-04 19:39:57
59621.5597047,-120076.676304,53.0,2017-12-04 19:40:07
59700.6332325,-120133.883005,34.0,2017-12-04 19:40:17
59684.2174465,-120168.883887,31.0,2017-12-04 19:40:27
59726.7811324,-120077.615339,32.0,2017-12-04 19:40:37
59739.0516883,-120062.116316,0.0,2017-12-04 19:40:47
59740.7161939,-120062.783944,0.0,2017-12-04 19:40:57
59740.8134816,-120063.227465,0.0,2017-12-04 19:41:07
59740.8141665,-120062.784095,0.0,2017-12-04 19:41:17
59740.8129679,-120063.559993,0.0,2017-12-04 19:41:27
59740.8129679,-120063.559993,0.0,2017-12-04 19:41:28
59741.4999742,-120062.785155,3.0,2017-12-04 19:41:38
59751.8514318,-120021.124262,22.0,2017-12-04 19:41:48
59790.7583857,-119949.801521,33.0,2017-12-04 19:41:58
59854.6498577,-119876.965229,39.0,2017-12-04 19:42:08
59918.5846266,-119775.309526,48.0,2017-12-04 19:42:18
59962.8956813,-119692.466812,17.0,2017-12-04 19:42:28
59920.4403485,-119650.946738,29.0,2017-12-04 19:42:38
59850.1630372,-119608.829604,24.0,2017-12-04 19:42:48
59795.5343699,-119584.138484,16.0,2017-12-04 19:42:58
59775.1357172,-119597.851558,11.0,2017-12-04 19:43:08
59730.8423682,-119668.611739,32.0,2017-12-04 19:43:18
59686.6443978,-119740.702009,23.0,2017-12-04 19:43:28
59658.7471687,-119788.210314,23.0,2017-12-04 19:43:38
59643.1282383,-119815.010024,0.0,2017-12-04 19:43:48
59643.0302678,-119815.009872,0.0,2017-12-04 19:43:58
59628.7885415,-119838.153888,10.0,2017-12-04 19:44:08
59626.6330145,-119838.261381,0.0,2017-12-04 19:44:18
59626.3392748,-119838.150081,0.0,2017-12-04 19:44:28
59626.6330145,-119838.261381,0.0,2017-12-04 19:44:38
59625.9460137,-119839.036212,0.0,2017-12-04 19:44:48
59625.848043,-119839.03606,0.0,2017-12-04 19:44:58
59625.8492492,-119838.260162,0.0,2017-12-04 19:45:08
59617.3035624,-119852.545595,16.0,2017-12-04 19:45:18
59617.5476546,-119884.57954,16.0,2017-12-04 19:45:28
59652.7102152,-119953.578384,34.0,2017-12-04 19:45:38
59686.0241752,-119951.30235,8.0,2017-12-04 19:45:48
59702.4967892,-119942.682126,7.0,2017-12-04 19:45:58
59712.0000282,-119942.696833,0.0,2017-12-04 19:46:08
59711.60677,-119943.582967,0.0,2017-12-04 19:46:18
59711.1157117,-119944.358106,0.0,2017-12-04 19:46:28
59710.6244819,-119945.244089,0.0,2017-12-04 19:46:38
59709.8389943,-119946.351301,0.0,2017-12-04 19:46:48
59709.0552217,-119946.350088,0.0,2017-12-04 19:46:58
59709.1533648,-119946.239397,0.0,2017-12-04 19:47:08
59709.0560794,-119945.795875,0.0,2017-12-04 19:47:18
59708.6650508,-119945.241056,0.0,2017-12-04 19:47:28
59709.0579661,-119944.576608,0.0,2017-12-04 19:47:38
59709.8417386,-119944.577821,0.0,2017-12-04 19:47:48
59711.5072549,-119944.580398,0.0,2017-12-04 19:47:58
59711.9971127,-119944.581156,0.0,2017-12-04 19:48:08
59712.2913704,-119944.359925,0.0,2017-12-04 19:48:18
59712.4885139,-119943.584331,0.0,2017-12-04 19:48:28
59713.9580871,-119943.586605,0.0,2017-12-04 19:48:38
59714.7418594,-119943.587817,0.0,2017-12-04 19:48:48
59714.0574304,-119942.700016,0.0,2017-12-04 19:48:58
59713.2736581,-119942.698804,0.0,2017-12-04 19:49:08
59713.2736581,-119942.698804,0.0,2017-12-04 19:49:18
59713.2745156,-119942.144591,0.0,2017-12-04 19:49:28
59712.4912578,-119941.810851,0.0,2017-12-04 19:49:38
59712.2942858,-119942.475603,0.0,2017-12-04 19:49:48
59712.0000282,-119942.696833,0.0,2017-12-04 19:49:58
59711.6069415,-119943.472124,0.0,2017-12-04 19:50:08
59711.9995137,-119943.029361,0.0,2017-12-04 19:50:18
59711.5101705,-119942.696075,0.0,2017-12-04 19:50:28
59710.8231692,-119943.470912,0.0,2017-12-04 19:50:38
59710.8223116,-119944.025124,0.0,2017-12-04 19:50:48
59711.6055695,-119944.358864,0.0,2017-12-04 19:50:58
59713.2722863,-119943.585544,0.0,2017-12-04 19:51:08
59713.9565437,-119944.584187,0.0,2017-12-04 19:51:18
59713.9565437,-119944.584187,0.0,2017-12-04 19:51:28
59713.0734279,-119945.469563,0.0,2017-12-04 19:51:38
59713.2688565,-119945.802394,0.0,2017-12-04 19:51:48
59714.4445153,-119945.804213,0.0,2017-12-04 19:51:58
59715.5215166,-119946.24925,0.0,2017-12-04 19:52:08
59716.4030892,-119946.361456,0.0,2017-12-04 19:52:18
59717.1856616,-119947.138566,0.0,2017-12-04 19:52:28
59716.4995177,-119947.35919,0.0,2017-12-04 19:52:38
59715.5184302,-119948.244415,0.0,2017-12-04 19:52:48
59713.9496846,-119949.017888,0.0,2017-12-04 19:52:58
59713.2654268,-119948.019244,0.0,2017-12-04 19:53:08
59713.0679402,-119949.016523,0.0,2017-12-04 19:53:15
59711.1054214,-119951.008657,0.0,2017-12-04 19:53:25
59714.9249422,-119951.901309,9.0,2017-12-04 19:53:35
59745.0825667,-119963.364729,5.0,2017-12-04 19:53:45
59749.0034888,-119962.04067,0.0,2017-12-04 19:53:55
59749.0043446,-119961.486458,0.0,2017-12-04 19:54:05
59749.0043446,-119961.486458,0.0,2017-12-04 19:54:15
59749.7889738,-119960.933455,0.0,2017-12-04 19:54:25
59749.7901718,-119960.157558,0.0,2017-12-04 19:54:35
59749.2011437,-119960.932548,0.0,2017-12-04 19:54:45
